,Unnamed: 0,Location,Date,SO2,CO,O3,NO2,PM10,PM25
367,367,광주,2015-01-09,0.008,0.913,0.012,0.035,74.289,44.765
368,368,광주,2015-01-10,0.006,0.746,0.017,0.028,59.524,34.5
369,369,광주,2015-01-11,0.004,0.637,0.018,0.02,40.804,23.571
370,370,광주,2015-01-12,0.005,0.529,0.02,0.022,37.988,23.421
371,371,광주,2015-01-13,0.004,0.76,0.008,0.036,54.456,30.981
372,372,광주,2015-01-14,0.004,0.763,0.006,0.036,56.915,32.515
373,373,광주,2015-01-15,0.006,0.872,0.011,0.039,72.94,44.81
374,374,광주,2015-01-16,0.006,1.143,0.011,0.033,100.732,70.696
375,375,광주,2015-01-17,0.004,0.453,0.028,0.013,26.952,14.661
376,376,광주,2015-01-18,0.004,0.531,0.019,0.018,28.144,16.234
377,377,광주,2015-01-19,0.006,0.78,0.025,0.021,73.679,39.623
378,378,광주,2015-01-20,0.004,0.596,0.016,0.027,45.945,21.793
379,379,광주,2015-01-21,0.005,0.832,0.005,0.036,54.402,35.402
380,380,광주,2015-01-22,0.004,0.564,0.018,0.026,43.583,28.488
381,381,광주,2015-01-23,0.004,0.679,0.016,0.03,55.607,34.571
382,382,광주,2015-01-24,0.004,0.64,0.014,0.03,47.107,31.637
383,383,광주,2015-01-25,0.004,0.681,0.014,0.027,45.768,33.19
384,384,광주,2015-01-26,0.003,0.608,0.017,0.023,25.663,22.024
385,385,광주,2015-01-27,0.004,0.519,0.028,0.014,47.391,32.36
386,386,광주,2015-01-28,0.004,0.424,0.019,0.02,32.782,17.012
387,387,광주,2015-01-29,0.004,0.66,0.006,0.031,40.125,27.321
388,388,광주,2015-01-30,0.004,0.442,0.024,0.017,28.369,20.155
389,389,광주,2015-01-31,0.004,0.374,0.028,0.012,27.323,14.892
390,390,광주,2015-02-01,0.004,0.466,0.021,0.019,28.44,19.898
391,391,광주,2015-02-02,0.004,0.579,0.014,0.028,40.327,26.139
392,392,광주,2015-02-03,0.005,0.71,0.014,0.033,54.383,36.667
393,393,광주,2015-02-04,0.009,1.007,0.021,0.034,95.564,76.945
394,394,광주,2015-02-05,0.006,0.649,0.029,0.024,57.283,44.892
395,395,광주,2015-02-06,0.004,0.408,0.026,0.021,34.048,21.429
396,396,광주,2015-02-07,0.004,0.582,0.015,0.029,46.542,32.327
397,397,광주,2015-02-08,0.003,0.335,0.032,0.007,49.315,15.958
398,398,광주,2015-02-09,0.004,0.388,0.025,0.015,23.134,11.591
399,399,광주,2015-02-10,0.007,0.692,0.025,0.028,72.509,42.255
400,400,광주,2015-02-11,0.006,0.831,0.021,0.037,83.833,53.759
401,401,광주,2015-02-12,0.004,0.455,0.031,0.018,46.536,23.613
402,402,광주,2015-02-13,0.004,0.484,0.025,0.023,33.851,17.679
403,403,광주,2015-02-14,0.005,0.747,0.02,0.035,72.107,47.036
404,404,광주,2015-02-15,0.005,0.884,0.02,0.037,97.383,64.341
405,405,광주,2015-02-16,0.004,0.694,0.03,0.025,23.35,22.459
406,406,광주,2015-02-17,0.004,0.581,0.036,0.013,82.261,44.352
407,407,광주,2015-02-18,0.004,0.58,0.039,0.011,53.899,42.065
408,408,광주,2015-02-19,0.004,0.554,0.037,0.013,43.341,34.635
409,409,광주,2015-02-20,0.004,0.593,0.03,0.018,37.119,30.506
410,410,광주,2015-02-21,0.005,0.554,0.022,0.023,15.125,11.196
411,411,광주,2015-02-22,0.004,0.504,0.033,0.012,108.613,31.411
412,412,광주,2015-02-23,0.003,0.395,0.029,0.013,252.745,45.848
413,413,광주,2015-02-24,0.004,0.507,0.027,0.02,84.509,28.435
414,414,광주,2015-02-25,0.005,0.89,0.01,0.038,83.178,41.209
415,415,광주,2015-02-26,0.004,0.626,0.024,0.021,58.458,34.03
416,416,광주,2015-02-27,0.004,0.406,0.031,0.014,31.073,17.104
417,417,광주,2015-02-28,0.003,0.502,0.022,0.021,37.97,23.673
418,418,광주,2015-03-01,0.004,0.486,0.033,0.012,90.714,34.31
419,419,광주,2015-03-02,0.004,0.588,0.023,0.024,113.158,32.406
420,420,광주,2015-03-03,0.003,0.585,0.021,0.024,56.643,28.688
421,421,광주,2015-03-04,0.003,0.352,0.034,0.008,40.927,14.339
422,422,광주,2015-03-05,0.004,0.495,0.029,0.02,39.458,27.256
423,423,광주,2015-03-06,0.004,0.598,0.021,0.03,54.874,36.922
424,424,광주,2015-03-07,0.004,0.561,0.02,0.029,50.149,33.565
425,425,광주,2015-03-08,0.006,0.625,0.028,0.027,51.571,33.94
426,426,광주,2015-03-09,0.004,0.454,0.04,0.016,47.098,28.463
427,427,광주,2015-03-10,0.003,0.371,0.034,0.009,34.662,11.312
428,428,광주,2015-03-11,0.007,0.594,0.036,0.019,71.277,35.168
429,429,광주,2015-03-12,0.004,0.42,0.033,0.02,33.365,16.162
430,430,광주,2015-03-13,0.004,0.753,0.018,0.042,79.839,57.661
431,431,광주,2015-03-14,0.004,0.518,0.026,0.026,44.317,28.09
432,432,광주,2015-03-15,0.004,0.545,0.022,0.026,46.22,29.946
433,433,광주,2015-03-16,0.005,0.7,0.026,0.037,97.235,56.452
434,434,광주,2015-03-17,0.006,0.846,0.026,0.043,125.769,76.094
435,435,광주,2015-03-18,0.004,0.691,0.021,0.03,56.156,41.419
436,436,광주,2015-03-19,0.003,0.504,0.038,0.017,18.494,12.708
437,437,광주,2015-03-20,0.005,0.739,0.034,0.027,87.518,50.911
438,438,광주,2015-03-21,0.006,0.923,0.044,0.027,134.571,71.655
439,439,광주,2015-03-22,0.006,0.781,0.047,0.016,169.78,86.768
440,440,광주,2015-03-23,0.004,0.384,0.037,0.015,49.044,11.338
441,441,광주,2015-03-24,0.004,0.451,0.03,0.022,37.695,15.841
442,442,광주,2015-03-25,0.003,0.487,0.025,0.027,37.252,20.92
443,443,광주,2015-03-26,0.004,0.486,0.026,0.027,42.665,24.389
444,444,광주,2015-03-27,0.005,0.599,0.029,0.034,66.494,36.03
445,445,광주,2015-03-28,0.004,0.521,0.032,0.028,51.387,31.625
446,446,광주,2015-03-29,0.004,0.521,0.039,0.021,66.497,36.898
447,447,광주,2015-03-30,0.005,0.713,0.042,0.025,130.764,68.964
448,448,광주,2015-03-31,0.004,0.63,0.029,0.028,63.603,47.603
449,449,대구,2015-01-01,0.002,0.266,0.022,0.007,46.615,12.781
450,450,대구,2015-01-02,0.003,0.335,0.017,0.016,27.799,15.337
451,451,대구,2015-01-03,0.004,0.504,0.009,0.028,35.364,21.251
452,452,대구,2015-01-04,0.005,0.724,0.007,0.034,51.55,33.259
453,453,대구,2015-01-05,0.008,1.19,0.003,0.056,110.261,71.596
454,454,대구,2015-01-06,0.003,0.5,0.018,0.025,47.572,30.094
455,455,대구,2015-01-07,0.004,0.309,0.019,0.018,28.274,13.613
456,456,대구,2015-01-08,0.004,0.39,0.013,0.026,44.734,21.984
457,457,대구,2015-01-09,0.005,0.471,0.014,0.026,53.473,33.548
458,458,대구,2015-01-10,0.004,0.449,0.016,0.025,45.792,27.036
459,459,대구,2015-01-11,0.004,0.492,0.016,0.023,38.9,24.316
460,460,대구,2015-01-12,0.004,0.513,0.014,0.03,56.973,33.979
461,461,대구,2015-01-13,0.006,0.785,0.006,0.047,70.0,45.0
462,462,대구,2015-01-14,0.01,1.046,0.003,0.057,95.914,61.238
463,463,대구,2015-01-15,0.007,0.726,0.006,0.041,61.076,39.272
464,464,대구,2015-01-16,0.007,0.903,0.013,0.032,83.367,58.793
465,465,대구,2015-01-17,0.003,0.369,0.024,0.015,39.17,23.654
466,466,대구,2015-01-18,0.004,0.368,0.019,0.02,29.41,16.973
467,467,대구,2015-01-19,0.004,0.537,0.02,0.02,66.86,41.403
468,468,대구,2015-01-20,0.006,0.617,0.01,0.038,64.647,37.794
469,469,대구,2015-01-21,0.006,1.041,0.002,0.049,94.685,61.826
470,470,대구,2015-01-22,0.003,0.55,0.007,0.031,41.206,30.387
471,471,대구,2015-01-23,0.004,0.597,0.008,0.032,54.977,38.328
472,472,대구,2015-01-24,0.004,0.537,0.013,0.03,58.484,38.287
473,473,대구,2015-01-25,0.005,0.848,0.003,0.038,82.016,56.157
474,474,대구,2015-01-26,0.004,0.722,0.006,0.035,65.604,46.822
475,475,대구,2015-01-27,0.004,0.482,0.02,0.019,56.249,38.903
476,476,대구,2015-01-28,0.004,0.389,0.012,0.024,38.984,22.116
477,477,대구,2015-01-29,0.004,0.595,0.003,0.033,52.301,34.457
478,478,대구,2015-01-30,0.004,0.378,0.018,0.018,37.734,25.154
479,479,대구,2015-01-31,0.004,0.343,0.02,0.018,36.037,20.874
480,480,대구,2015-02-01,0.003,0.481,0.012,0.026,39.254,24.84
481,481,대구,2015-02-02,0.006,0.734,0.006,0.04,55.76,34.705
482,482,대구,2015-02-03,0.007,0.808,0.007,0.043,72.226,45.674
483,483,대구,2015-02-04,0.008,0.794,0.018,0.032,80.414,55.0
484,484,대구,2015-02-05,0.007,0.76,0.022,0.029,90.439,61.043
485,485,대구,2015-02-06,0.005,0.544,0.015,0.035,64.651,40.708
486,486,대구,2015-02-07,0.004,0.43,0.017,0.026,47.862,29.339
487,487,대구,2015-02-08,0.003,0.292,0.031,0.008,51.251,18.583
488,488,대구,2015-02-09,0.003,0.301,0.024,0.013,27.876,12.097
489,489,대구,2015-02-10,0.008,0.508,0.021,0.028,68.859,39.714
490,490,대구,2015-02-11,0.008,0.746,0.019,0.039,88.805,55.222
491,491,대구,2015-02-12,0.004,0.421,0.026,0.021,51.022,27.317
492,492,대구,2015-02-13,0.003,0.342,0.022,0.02,31.766,14.958
493,493,대구,2015-02-14,0.005,0.569,0.018,0.033,54.582,32.222
494,494,대구,2015-02-15,0.007,0.865,0.018,0.038,103.229,63.755
495,495,대구,2015-02-16,0.003,0.505,0.023,0.022,42.194,26.478
496,496,대구,2015-02-17,0.003,0.501,0.021,0.017,58.854,32.551
497,497,대구,2015-02-18,0.003,0.592,0.032,0.01,59.505,40.421
498,498,대구,2015-02-19,0.003,0.557,0.027,0.014,49.346,37.011
499,499,대구,2015-02-20,0.003,0.505,0.021,0.016,36.404,24.574
500,500,대구,2015-02-21,0.003,0.474,0.013,0.021,30.518,19.204
501,501,대구,2015-02-22,0.003,0.66,0.019,0.018,64.649,33.508
502,502,대구,2015-02-23,0.002,0.383,0.021,0.013,279.255,49.527
503,503,대구,2015-02-24,0.004,0.491,0.017,0.02,116.556,33.829
504,504,대구,2015-02-25,0.006,0.748,0.005,0.04,89.185,40.82
505,505,대구,2015-02-26,0.004,0.604,0.018,0.024,74.702,34.223
506,506,대구,2015-02-27,0.003,0.338,0.024,0.018,31.128,16.529
507,507,대구,2015-02-28,0.004,0.574,0.009,0.035,55.589,31.964
508,508,대구,2015-03-01,0.002,0.449,0.022,0.019,58.984,30.043
509,509,대구,2015-03-02,0.004,0.494,0.021,0.025,99.224,27.182
510,510,대구,2015-03-03,0.004,0.703,0.005,0.04,57.065,31.918
511,511,대구,2015-03-04,0.002,0.29,0.03,0.01,37.048,14.214
512,512,대구,2015-03-05,0.003,0.395,0.026,0.02,44.411,27.258
513,513,대구,2015-03-06,0.003,0.479,0.019,0.026,39.157,22.984
514,514,대구,2015-03-07,0.004,0.477,0.018,0.028,42.351,25.461
515,515,대구,2015-03-08,0.004,0.58,0.023,0.023,50.672,30.427
516,516,대구,2015-03-09,0.004,0.433,0.029,0.017,46.583,20.167
517,517,대구,2015-03-10,0.002,0.242,0.031,0.008,33.774,10.983
518,518,대구,2015-03-11,0.004,0.355,0.034,0.014,55.309,25.697
519,519,대구,2015-03-12,0.004,0.334,0.03,0.019,37.175,16.942
520,520,대구,2015-03-13,0.005,0.616,0.022,0.035,68.016,39.589
521,521,대구,2015-03-14,0.004,0.439,0.026,0.027,48.516,27.421
522,522,대구,2015-03-15,0.005,0.591,0.023,0.032,55.272,33.497
523,523,대구,2015-03-16,0.007,0.71,0.019,0.045,83.936,45.69
524,524,대구,2015-03-17,0.008,0.799,0.019,0.051,104.654,56.022
525,525,대구,2015-03-18,0.003,0.545,0.031,0.026,58.538,32.746
526,526,대구,2015-03-19,0.002,0.505,0.023,0.027,32.473,19.639
527,527,대구,2015-03-20,0.004,0.656,0.019,0.03,76.489,37.881
528,528,대구,2015-03-21,0.005,0.598,0.024,0.03,90.833,36.901
529,529,대구,2015-03-22,0.004,0.491,0.038,0.017,105.875,40.307
530,530,대구,2015-03-23,0.003,0.251,0.034,0.01,49.119,11.573
531,531,대구,2015-03-24,0.003,0.353,0.028,0.019,46.979,21.417
532,532,대구,2015-03-25,0.004,0.416,0.024,0.027,47.278,25.61
533,533,대구,2015-03-26,0.004,0.452,0.026,0.03,53.096,29.882
534,534,대구,2015-03-27,0.007,0.564,0.034,0.034,78.351,44.497
535,535,대구,2015-03-28,0.006,0.538,0.031,0.029,54.566,33.209
536,536,대구,2015-03-29,0.004,0.4,0.039,0.017,89.672,30.289
537,537,대구,2015-03-30,0.005,0.536,0.04,0.023,82.702,41.644
538,538,대구,2015-03-31,0.004,0.77,0.012,0.044,109.032,70.594
539,539,대전,2015-01-01,0.002,0.183,0.028,0.002,51.125,10.667
540,540,대전,2015-01-02,0.002,0.242,0.02,0.008,24.208,12.458
541,541,대전,2015-01-03,0.002,0.375,0.008,0.015,30.458,17.75
542,542,대전,2015-01-04,0.002,0.525,0.009,0.019,46.417,31.833
543,543,대전,2015-01-05,0.003,0.927,0.003,0.031,87.591,65.5
544,544,대전,2015-01-06,0.002,0.322,0.025,0.01,43.478,28.174
545,545,대전,2015-01-07,0.003,0.275,0.024,0.008,28.583,9.667
546,546,대전,2015-01-08,0.003,0.383,0.011,0.014,37.875,18.167
547,547,대전,2015-01-09,0.003,0.563,0.005,0.018,51.167,34.083
548,548,대전,2015-01-10,0.002,0.379,0.019,0.012,44.25,28.042
549,549,대전,2015-01-11,0.002,0.267,0.034,0.005,32.375,21.458
550,550,대전,2015-01-12,0.002,0.4,0.018,0.013,46.095,27.19
551,551,대전,2015-01-13,0.002,0.696,0.004,0.023,65.625,42.25
552,552,대전,2015-01-14,0.003,0.692,0.002,0.026,71.75,50.458
553,553,대전,2015-01-15,0.002,0.787,0.003,0.028,91.625,67.458
554,554,대전,2015-01-16,0.003,0.796,0.017,0.016,90.917,71.0
555,555,대전,2015-01-17,0.002,0.246,0.032,0.005,30.583,18.083
556,556,대전,2015-01-18,0.002,0.346,0.018,0.011,28.625,16.958
557,557,대전,2015-01-19,0.003,0.421,0.03,0.007,71.708,41.125
558,558,대전,2015-01-20,0.002,0.469,0.004,0.018,43.846,23.077
559,559,대전,2015-01-21,0.002,0.783,0.002,0.028,73.333,48.042
560,560,대전,2015-01-22,0.002,0.441,0.008,0.02,56.5,48.136
561,561,대전,2015-01-23,0.002,0.554,0.013,0.016,58.0,40.25
562,562,대전,2015-01-24,0.003,0.429,0.015,0.017,43.708,29.083
563,563,대전,2015-01-25,0.002,0.554,0.007,0.018,63.292,48.292
564,564,대전,2015-01-26,0.002,0.492,0.013,0.018,53.792,47.208
565,565,대전,2015-01-27,0.002,0.396,0.029,0.006,47.708,34.375
566,566,대전,2015-01-28,0.002,0.296,0.015,0.012,43.708,20.75
567,567,대전,2015-01-29,0.002,0.542,0.003,0.02,63.208,44.333
568,568,대전,2015-01-30,0.002,0.353,0.019,0.01,36.053,24.0
569,569,대전,2015-01-31,0.003,0.317,0.024,0.007,31.043,15.522
570,570,대전,2015-02-01,0.002,0.454,0.013,0.013,41.792,27.125
571,571,대전,2015-02-02,0.003,0.588,0.009,0.017,48.417,30.667
572,572,대전,2015-02-03,0.002,0.646,0.004,0.024,74.458,48.625
573,573,대전,2015-02-04,0.003,0.825,0.012,0.019,90.542,69.708
574,574,대전,2015-02-05,0.002,0.605,0.031,0.012,83.19,63.143
575,575,대전,2015-02-06,0.002,0.392,0.02,0.015,54.583,37.25
576,576,대전,2015-02-07,0.002,0.337,0.018,0.014,42.0,27.542
577,577,대전,2015-02-08,0.002,0.188,0.038,0.002,65.792,13.458
578,578,대전,2015-02-09,0.002,0.235,0.028,0.006,28.65,11.65
579,579,대전,2015-02-10,0.007,0.442,0.038,0.01,89.167,53.833
580,580,대전,2015-02-11,0.004,0.442,0.038,0.012,91.875,61.083
581,581,대전,2015-02-12,0.003,0.252,0.038,0.006,38.522,21.435
582,582,대전,2015-02-13,0.003,0.254,0.032,0.008,26.583,12.958
583,583,대전,2015-02-14,0.002,0.4,0.025,0.017,64.875,39.167
584,584,대전,2015-02-15,0.002,0.579,0.029,0.017,95.792,64.958
585,585,대전,2015-02-16,0.002,0.392,0.035,0.013,29.5,22.333
586,586,대전,2015-02-17,0.002,0.371,0.043,0.006,66.619,41.333
587,587,대전,2015-02-18,0.002,0.421,0.044,0.006,59.375,46.583
588,588,대전,2015-02-19,0.002,0.392,0.03,0.01,52.417,41.667
589,589,대전,2015-02-20,0.002,0.442,0.025,0.014,48.625,38.583
590,590,대전,2015-02-21,0.002,0.229,0.024,0.012,24.81,18.571
591,591,대전,2015-02-22,0.001,0.278,0.034,0.007,132.833,32.0
592,592,대전,2015-02-23,0.002,0.229,0.031,0.006,327.25,46.833
593,593,대전,2015-02-24,0.003,0.388,0.017,0.012,96.647,30.0
594,594,대전,2015-02-25,0.005,0.538,0.011,0.019,76.292,40.667
595,595,대전,2015-02-26,0.003,0.192,0.04,0.005,41.292,22.083
596,596,대전,2015-02-27,0.004,0.188,0.031,0.008,30.75,16.083
597,597,대전,2015-02-28,0.003,0.279,0.017,0.015,49.75,29.583
598,598,대전,2015-03-01,0.002,0.217,0.038,0.004,95.667,44.583
599,599,대전,2015-03-02,0.003,0.287,0.026,0.011,83.826,30.435
600,600,대전,2015-03-03,0.003,0.261,0.027,0.013,53.652,29.043
601,601,대전,2015-03-04,0.003,0.133,0.041,0.003,36.333,11.833
602,602,대전,2015-03-05,0.003,0.25,0.028,0.012,43.667,31.417
603,603,대전,2015-03-06,0.004,0.433,0.01,0.021,58.667,41.5
604,604,대전,2015-03-07,0.006,0.429,0.024,0.018,66.25,47.083
605,605,대전,2015-03-08,0.006,0.404,0.028,0.016,71.739,47.783
606,606,대전,2015-03-09,0.005,0.262,0.041,0.009,66.208,36.25
607,607,대전,2015-03-10,0.003,0.125,0.041,0.003,30.667,8.25
608,608,대전,2015-03-11,0.005,0.225,0.041,0.007,52.167,24.708
609,609,대전,2015-03-12,0.003,0.152,0.038,0.008,29.286,11.952
610,610,대전,2015-03-13,0.004,0.27,0.053,0.008,69.4,46.85
611,611,대전,2015-03-14,0.005,0.343,0.026,0.014,50.304,28.304
612,612,대전,2015-03-15,0.005,0.337,0.028,0.013,54.917,36.0
613,613,대전,2015-03-16,0.008,0.448,0.021,0.022,89.783,47.391
614,614,대전,2015-03-17,0.006,0.529,0.025,0.028,123.708,66.833
615,615,대전,2015-03-18,0.003,0.348,0.033,0.018,60.913,42.391
616,616,대전,2015-03-19,0.003,0.271,0.042,0.01,25.19,17.81
617,617,대전,2015-03-20,0.006,0.427,0.025,0.02,77.864,37.0
618,618,대전,2015-03-21,0.007,0.504,0.044,0.016,113.625,50.25
619,619,대전,2015-03-22,0.005,0.383,0.055,0.005,145.792,72.583
620,620,대전,2015-03-23,0.004,0.167,0.042,0.005,47.083,11.042
621,621,대전,2015-03-24,0.004,0.229,0.034,0.01,43.25,18.792
622,622,대전,2015-03-25,0.003,0.246,0.025,0.015,38.875,21.417
623,623,대전,2015-03-26,0.003,0.38,0.003,0.022,45.2,25.9
624,624,대전,2015-03-27,0.008,0.383,0.044,0.017,65.0,35.5
625,625,대전,2015-03-28,0.004,0.296,0.035,0.016,50.083,30.042
626,626,대전,2015-03-29,0.004,0.23,0.049,0.008,85.87,39.13
627,627,대전,2015-03-30,0.003,0.445,0.036,0.018,145.5,70.273
628,628,대전,2015-03-31,0.003,0.456,0.017,0.026,127.625,79.0
629,629,부산,2015-01-01,0.004,0.265,0.026,0.01,41.038,13.707
630,630,부산,2015-01-02,0.005,0.364,0.024,0.016,31.473,17.709
631,631,부산,2015-01-03,0.007,0.422,0.019,0.024,26.59,15.188
632,632,부산,2015-01-04,0.009,0.647,0.016,0.031,48.385,26.406
633,633,부산,2015-01-05,0.01,0.791,0.011,0.041,90.54,46.888
634,634,부산,2015-01-06,0.006,0.409,0.028,0.018,39.145,22.266
635,635,부산,2015-01-07,0.005,0.303,0.025,0.018,25.485,13.508
636,636,부산,2015-01-08,0.006,0.406,0.017,0.026,48.143,22.916
637,637,부산,2015-01-09,0.007,0.419,0.02,0.02,50.053,28.6
638,638,부산,2015-01-10,0.007,0.499,0.019,0.023,55.137,30.803
639,639,부산,2015-01-11,0.008,0.455,0.023,0.02,47.591,27.116
640,640,부산,2015-01-12,0.007,0.457,0.019,0.023,49.117,27.168
641,641,부산,2015-01-13,0.008,0.513,0.013,0.03,43.375,22.734
642,642,부산,2015-01-14,0.007,0.541,0.008,0.034,48.012,27.983
643,643,부산,2015-01-15,0.006,0.528,0.016,0.023,42.554,23.665
644,644,부산,2015-01-16,0.009,0.73,0.018,0.024,77.706,47.951
645,645,부산,2015-01-17,0.006,0.404,0.029,0.012,39.722,25.151
646,646,부산,2015-01-18,0.005,0.299,0.027,0.013,18.936,10.985
647,647,부산,2015-01-19,0.007,0.478,0.027,0.017,76.98,38.069
648,648,부산,2015-01-20,0.007,0.55,0.018,0.026,66.822,37.14
649,649,부산,2015-01-21,0.009,0.644,0.01,0.032,76.016,42.218
650,650,부산,2015-01-22,0.006,0.464,0.022,0.017,35.122,22.642
651,651,부산,2015-01-23,0.007,0.459,0.023,0.02,48.548,29.596
652,652,부산,2015-01-24,0.007,0.511,0.016,0.026,66.323,41.496
653,653,부산,2015-01-25,0.009,0.562,0.014,0.027,66.021,39.503
654,654,부산,2015-01-26,0.007,0.552,0.009,0.026,51.531,31.777
655,655,부산,2015-01-27,0.006,0.47,0.02,0.019,54.784,34.736
656,656,부산,2015-01-28,0.006,0.344,0.022,0.016,28.688,16.336
657,657,부산,2015-01-29,0.006,0.37,0.02,0.017,24.173,13.324
658,658,부산,2015-01-30,0.006,0.399,0.024,0.015,34.993,22.455
659,659,부산,2015-01-31,0.006,0.365,0.023,0.019,33.627,20.952
660,660,부산,2015-02-01,0.007,0.417,0.018,0.024,37.85,24.189
661,661,부산,2015-02-02,0.008,0.523,0.015,0.029,48.538,28.847
662,662,부산,2015-02-03,0.008,0.497,0.017,0.028,50.977,29.979
663,663,부산,2015-02-04,0.008,0.532,0.019,0.025,69.126,45.698
664,664,부산,2015-02-05,0.009,0.613,0.033,0.018,83.767,56.755
665,665,부산,2015-02-06,0.007,0.452,0.025,0.025,57.981,35.593
666,666,부산,2015-02-07,0.008,0.472,0.02,0.026,55.483,32.367
667,667,부산,2015-02-08,0.006,0.31,0.034,0.01,55.466,24.548
668,668,부산,2015-02-09,0.005,0.293,0.027,0.011,27.442,11.963
669,669,부산,2015-02-10,0.01,0.452,0.026,0.022,72.293,38.572
670,670,부산,2015-02-11,0.011,0.467,0.032,0.024,87.202,47.976
671,671,부산,2015-02-12,0.008,0.425,0.028,0.02,72.674,37.763
672,672,부산,2015-02-13,0.006,0.349,0.023,0.018,31.061,14.124
673,673,부산,2015-02-14,0.009,0.409,0.028,0.022,47.168,26.048
674,674,부산,2015-02-15,0.012,0.658,0.029,0.028,110.805,61.793
675,675,부산,2015-02-16,0.007,0.411,0.031,0.021,56.144,33.23
676,676,부산,2015-02-17,0.005,0.437,0.027,0.016,66.151,33.674
677,677,부산,2015-02-18,0.005,0.509,0.035,0.013,60.0,39.005
678,678,부산,2015-02-19,0.006,0.477,0.032,0.014,42.177,31.376
679,679,부산,2015-02-20,0.006,0.372,0.028,0.017,25.815,17.057
680,680,부산,2015-02-21,0.007,0.33,0.022,0.021,26.515,14.551
681,681,부산,2015-02-22,0.008,0.369,0.026,0.016,36.356,18.683
682,682,부산,2015-02-23,0.006,0.419,0.022,0.019,198.941,41.851
683,683,부산,2015-02-24,0.006,0.428,0.015,0.026,130.095,33.968
684,684,부산,2015-02-25,0.007,0.454,0.02,0.026,108.535,31.082
685,685,부산,2015-02-26,0.006,0.401,0.024,0.019,81.845,27.694
686,686,부산,2015-02-27,0.006,0.329,0.028,0.014,33.329,17.68
687,687,부산,2015-02-28,0.006,0.356,0.03,0.013,44.914,20.836
688,688,부산,2015-03-01,0.005,0.338,0.029,0.011,33.812,21.266
689,689,부산,2015-03-02,0.006,0.367,0.025,0.018,88.264,24.951
690,690,부산,2015-03-03,0.006,0.446,0.013,0.026,48.424,21.746
691,691,부산,2015-03-04,0.005,0.313,0.03,0.011,41.01,17.28
692,692,부산,2015-03-05,0.006,0.364,0.029,0.016,43.136,23.398
693,693,부산,2015-03-06,0.007,0.36,0.028,0.017,34.663,18.866
694,694,부산,2015-03-07,0.007,0.383,0.023,0.022,41.483,22.432
695,695,부산,2015-03-08,0.008,0.346,0.028,0.017,37.228,19.929
696,696,부산,2015-03-09,0.007,0.338,0.035,0.014,50.501,21.772
697,697,부산,2015-03-10,0.005,0.284,0.032,0.009,35.112,12.36
698,698,부산,2015-03-11,0.007,0.379,0.033,0.012,51.361,22.49
699,699,부산,2015-03-12,0.007,0.326,0.034,0.014,51.943,24.676
700,700,부산,2015-03-13,0.008,0.441,0.042,0.02,77.97,43.542
701,701,부산,2015-03-14,0.008,0.413,0.033,0.022,52.076,30.203
702,702,부산,2015-03-15,0.009,0.438,0.03,0.026,47.452,25.618
703,703,부산,2015-03-16,0.011,0.602,0.023,0.037,86.623,44.055
704,704,부산,2015-03-17,0.012,0.562,0.017,0.042,96.41,45.069
705,705,부산,2015-03-18,0.008,0.491,0.029,0.024,43.846,23.9
706,706,부산,2015-03-19,0.006,0.42,0.035,0.02,37.625,21.396
707,707,부산,2015-03-20,0.008,0.483,0.024,0.026,80.091,39.655
708,708,부산,2015-03-21,0.01,0.537,0.032,0.03,100.691,40.738
709,709,부산,2015-03-22,0.009,0.468,0.045,0.018,128.261,46.182
710,710,부산,2015-03-23,0.005,0.296,0.033,0.013,43.885,11.621
711,711,부산,2015-03-24,0.006,0.353,0.032,0.02,49.995,18.695
712,712,부산,2015-03-25,0.008,0.365,0.033,0.027,56.515,25.741
713,713,부산,2015-03-26,0.008,0.389,0.034,0.025,52.807,27.5
714,714,부산,2015-03-27,0.009,0.454,0.036,0.027,67.197,32.769
715,715,부산,2015-03-28,0.01,0.412,0.031,0.024,49.142,25.551
